1;10001;133.5330;89.4057;711.320;5.320;6.0000;5013.759;5711.176;0.492
2;10002;262.5444;89.3241;457.761;5.430;6.0000;4560.688;5776.433;0.567
3;10003;282.1753;90.0000;155.441;5.430;6.0000;4409.080;5742.126;0.550
4;10004;208.5658;90.1729;149.271;5.430;6.0000;4571.365;5627.546;0.762
5;10005;220.4433;89.1805;201.303;5.400;6.0000;4372.460;5705.108;0.793
6;10006;200.5638;88.5432;299.989;5.400;6.0000;4229.325;5441.530;0.992
7;10007;247.1653;88.5240;497.091;5.400;6.0000;4355.416;5208.404;0.612
